image_path,n_boxes,mean_conf,gt_chars,pred_chars,doc_similarity
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1268.jpg,102,0.9838839838656634,1048,1008,0.7431906614785992
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1080.jpg,75,0.9844305493613179,808,770,0.8073510773130546
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1204.jpg,57,0.9833235359227174,676,623,0.5558121632024634
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0496.jpg,84,0.9847506195235385,928,870,0.6117908787541713
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0676.jpg,75,0.9840793786414658,767,725,0.7546916890080428
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0894.jpg,86,0.9809682935758538,909,849,0.745164960182025
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0844.jpg,92,0.9831091897830515,938,884,0.7200878155872668
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0903.jpg,65,0.9872675955709732,683,638,0.6858440575321726
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1437.jpg,87,0.9813495293917499,1008,953,0.7312595614482407
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1161.jpg,98,0.9848430275048154,1088,1022,0.6682464454976303
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1339.jpg,47,0.9843228898640998,557,522,0.8785912882298424
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0245.jpg,98,0.9810054088312992,1177,1091,0.3977072310405644
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1237.jpg,77,0.9863538046802122,894,836,0.7121387283236994
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1076.jpg,103,0.9870944839824946,1132,1063,0.7635535307517084
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0920.jpg,101,0.9849048133714103,939,906,0.8574525745257453
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0476.jpg,102,0.9876718607405652,1035,977,0.6878727634194831
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0274.jpg,91,0.9846540057139999,894,848,0.8392652123995408
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0925.jpg,103,0.9878717825951457,1103,1030,0.8082512892639475
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0337.jpg,88,0.9834613713510856,1017,941,0.6159346271705822
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0758.jpg,45,0.9820104696304257,507,475,0.7820773930753564
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0025.jpg,47,0.9830034549021792,538,501,0.8296438883541867
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0456.jpg,47,0.983322366214336,513,481,0.7847082494969819
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0861.jpg,65,0.9848765007851853,671,632,0.8104374520337683
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0838.jpg,47,0.9827812594942459,544,505,0.7683508102955195
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0347.jpg,67,0.9831296651395366,800,740,0.7012987012987013
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0008.jpg,77,0.9825889467695562,902,843,0.7770773638968481
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0763.jpg,57,0.984907446013229,624,580,0.8006644518272426
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0127.jpg,45,0.9831215934648586,450,421,0.8909299655568312
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0655.jpg,67,0.9828622689148772,780,716,0.5574866310160428
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0539.jpg,92,0.985473866219159,966,916,0.8087141339001063
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1396.jpg,98,0.9825636960056942,1130,1068,0.6196542311191993
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0036.jpg,85,0.9843474591052039,983,909,0.5507399577167019
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1033.jpg,47,0.9859239277423487,528,492,0.6176470588235294
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0322.jpg,57,0.9864172814820548,659,610,0.6414499605988968
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0887.jpg,67,0.9833109654911977,736,690,0.7068723702664796
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0313.jpg,104,0.9837832124211001,1106,1034,0.7448598130841122
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0311.jpg,68,0.987399878094647,759,708,0.5453306066803
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0435.jpg,65,0.9852691069805578,690,647,0.774869109947644
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0329.jpg,47,0.9848132030975056,530,495,0.8273170731707317
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0298.jpg,97,0.9866476416293715,928,883,0.6681391496410822
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0879.jpg,56,0.982542274992845,611,577,0.7205387205387206
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0255.jpg,57,0.9810324889863051,621,581,0.7520798668885191
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0218.jpg,76,0.9804931105773658,805,755,0.8576923076923076
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0552.jpg,97,0.985023768469964,1072,998,0.5429951690821256
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1341.jpg,76,0.9823143665718342,811,767,0.7743979721166033
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0327.jpg,102,0.9860962048018027,1048,994,0.6865817825661117
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1256.jpg,67,0.9845137392950343,757,704,0.6078028747433265
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1185.jpg,47,0.9859613685959271,527,493,0.7254901960784313
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0732.jpg,96,0.9804214392202977,1148,1065,0.5567103479439675
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0375.jpg,102,0.9853987143052243,993,945,0.675954592363261
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1356.jpg,58,0.9853479879500905,629,587,0.6957236842105263
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1457.jpg,47,0.9854802768912605,506,475,0.7951070336391437
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0448.jpg,84,0.9882375058522035,865,807,0.7930622009569378
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0102.jpg,105,0.9858837311718947,1161,1084,0.7011135857461025
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1169.jpg,85,0.9868875321681913,915,854,0.749576031656303
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0778.jpg,88,0.9857830109512743,1027,947,0.6443768996960486
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0333.jpg,47,0.9844396425293118,547,514,0.8576814326107446
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0794.jpg,85,0.9838926404455438,889,847,0.8559907834101382
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0481.jpg,76,0.985048680798708,800,752,0.8002577319587629
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0952.jpg,87,0.983927814773253,932,881,0.7258687258687259
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1409.jpg,63,0.983686271005821,637,600,0.8585286984640259
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0225.jpg,66,0.984512189089973,712,666,0.7329462989840348
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1283.jpg,101,0.9806820860829809,971,926,0.7580390089615182
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1138.jpg,93,0.9877548069653521,947,892,0.8036976617727025
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0028.jpg,85,0.9855860765471981,944,896,0.7423913043478261
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1066.jpg,88,0.9831240438158677,965,908,0.6673785371062466
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0991.jpg,86,0.9846367822434177,930,882,0.8520971302428256
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0948.jpg,97,0.9841149783364483,1105,1036,0.7155534796823914
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0269.jpg,47,0.9845522632924419,543,507,0.8571428571428571
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1251.jpg,77,0.9845829589106562,814,766,0.5481012658227848
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0852.jpg,85,0.9834529151724122,850,803,0.8070175438596491
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1231.jpg,65,0.9855940175226937,695,655,0.797037037037037
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0404.jpg,109,0.9807963164730344,1200,1117,0.6948640483383686
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0268.jpg,105,0.9832734336569451,1141,1061,0.4114441416893733
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0235.jpg,84,0.9831617952804079,884,826,0.7391812865497076
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1147.jpg,57,0.9841884847438847,650,606,0.7197452229299363
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1439.jpg,56,0.9835417741489823,621,579,0.6416666666666667
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0434.jpg,67,0.9828064897736404,808,745,0.6941403734707019
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0203.jpg,96,0.9843208886984053,1044,983,0.833744449925999
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0361.jpg,94,0.9849096998334731,1006,940,0.8036998972250771
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1004.jpg,67,0.984743176005867,718,666,0.7023121387283237
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1242.jpg,56,0.9840456593727046,596,557,0.8117953165654813
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0167.jpg,47,0.9828164888352342,504,477,0.7482161060142711
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0782.jpg,47,0.9842275726177373,527,496,0.6647116324535679
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0426.jpg,46,0.984476524819825,494,467,0.8553590010405827
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0328.jpg,101,0.983938128891242,964,928,0.8773784355179705
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1058.jpg,54,0.9818567857775102,597,555,0.6875
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0499.jpg,67,0.98288652388826,751,701,0.7424242424242424
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0097.jpg,57,0.9842134963112051,666,620,0.6360808709175739
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0080.jpg,93,0.9862240982838073,956,897,0.7209929843497032
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1419.jpg,46,0.9821740755487113,478,452,0.875268817204301
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0240.jpg,64,0.9872903259643242,659,621,0.85
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0663.jpg,95,0.9828852517687325,1116,1040,0.6614100185528757
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0978.jpg,77,0.9853091292369783,885,825,0.5719298245614035
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0286.jpg,87,0.9822149707313343,1031,967,0.7267267267267268
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0427.jpg,76,0.9848426617535665,849,792,0.6215722120658135
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0675.jpg,57,0.982661803506216,644,598,0.6231884057971014
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0518.jpg,107,0.9811657777947759,1319,1218,0.5400078833267639
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0730.jpg,97,0.9819090037294324,1136,1065,0.5924579736483416
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0114.jpg,47,0.9832980088102993,492,465,0.7983281086729362
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0805.jpg,78,0.9837800068572949,912,854,0.6024915062287656
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0753.jpg,47,0.984376594306792,540,506,0.8527724665391969
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0695.jpg,77,0.9823296228745353,928,861,0.7065399664617105
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1126.jpg,77,0.9853518989168288,830,778,0.8171641791044776
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0755.jpg,86,0.9841283025865177,906,858,0.8174603174603174
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0659.jpg,106,0.983140179142393,1196,1120,0.6865284974093264
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0969.jpg,58,0.983186563541082,623,584,0.7555923777961889
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0194.jpg,57,0.9863528347614494,682,626,0.5596330275229358
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0065.jpg,64,0.9851281212023513,671,628,0.651270207852194
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1344.jpg,95,0.9847907912492752,1021,977,0.8188188188188188
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1093.jpg,68,0.9827801301940837,757,706,0.758714969241285
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0940.jpg,67,0.9865415467961439,778,727,0.7760797342192691
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0261.jpg,67,0.9858688356955677,777,723,0.756
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1184.jpg,82,0.9834159822012614,811,780,0.8221244500314268
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1370.jpg,66,0.9859707535114707,732,686,0.7856135401974612
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0010.jpg,56,0.9796039587383237,648,601,0.7862289831865492
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0345.jpg,86,0.9849649552670382,975,896,0.6702298236237306
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0348.jpg,107,0.9833275145041516,1199,1128,0.8147829823807478
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0740.jpg,93,0.9838666345250727,936,892,0.7045951859956237
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0733.jpg,90,0.9883553308673386,828,788,0.8267326732673267
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0706.jpg,67,0.9824360336954568,724,683,0.7604832977967306
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1345.jpg,57,0.9846171407282509,632,592,0.7107843137254902
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0736.jpg,57,0.9867130523963681,682,631,0.5133282559025133
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1343.jpg,97,0.9844839290226346,1158,1073,0.5504258180188256
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1318.jpg,55,0.9839196423075839,584,548,0.7632508833922261
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1186.jpg,101,0.9818682217103167,1019,968,0.688475088072471
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0757.jpg,76,0.9844070914687578,857,798,0.7274924471299093
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0881.jpg,75,0.9847010846678735,783,733,0.7691292875989446
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0792.jpg,106,0.9846473619578576,1162,1074,0.6198568872987478
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0016.jpg,85,0.9850466022169306,936,873,0.6500829187396352
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1051.jpg,47,0.982292060902835,520,487,0.8560079443892751
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1045.jpg,57,0.9856237268153405,703,647,0.6607407407407407
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0007.jpg,108,0.9836604147009256,1182,1094,0.6195079086115993
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0912.jpg,77,0.9870011297013788,847,789,0.7616136919315404
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0386.jpg,95,0.9826696529628162,1112,1040,0.5845724907063197
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0200.jpg,77,0.9855571535516382,839,796,0.8318042813455657
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0469.jpg,86,0.9869335367193794,916,857,0.47828539199097575
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0300.jpg,65,0.9860125741528462,719,666,0.6830324909747293
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1174.jpg,101,0.9866210711666015,1002,953,0.7805626598465473
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0839.jpg,75,0.9837431041384416,791,744,0.6788273615635179
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0419.jpg,107,0.9847476405136839,1227,1151,0.5534062237174096
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0815.jpg,67,0.9852914889117361,768,704,0.5692934782608695
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1272.jpg,107,0.9810011821536331,1300,1200,0.5848
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0834.jpg,77,0.9827538160549706,942,868,0.46298342541436466
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1092.jpg,77,0.9811071599071061,830,782,0.6985111662531017
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0343.jpg,67,0.9835166397788886,789,728,0.4759393539881345
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1239.jpg,76,0.98409910608863,859,803,0.7918170878459687
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1074.jpg,66,0.9860055019932016,702,659,0.7641440117560617
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0270.jpg,57,0.9847542558100822,650,605,0.801593625498008
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0709.jpg,77,0.9846039706489782,849,796,0.60790273556231
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0277.jpg,67,0.983172885223528,774,711,0.7070707070707071
