image_path,n_boxes,mean_conf,gt_chars,pred_chars,doc_similarity
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0933.jpg,75,0.9864628381124418,798,748,0.7128072445019404
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0214.jpg,85,0.9843180979419147,987,918,0.7097112860892388
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0381.jpg,81,0.9859387420026067,792,752,0.8212435233160622
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1122.jpg,97,0.9860887443904569,1074,1010,0.710172744721689
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0543.jpg,64,0.9845070360201631,651,613,0.8354430379746836
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1222.jpg,97,0.9854479185026582,1151,1075,0.5938903863432166
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0678.jpg,58,0.9806124169630375,645,609,0.7719298245614035
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0510.jpg,55,0.9859261411421235,576,544,0.8607142857142858
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0124.jpg,104,0.9842504530212326,1162,1079,0.6666666666666666
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0997.jpg,47,0.9860309101461708,532,498,0.7592233009708738
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0111.jpg,46,0.9833471466180079,500,468,0.8305785123966942
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1178.jpg,93,0.9870790792161642,1005,948,0.7762416794674859
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1312.jpg,47,0.9841373110376588,532,497,0.8027210884353742
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0870.jpg,65,0.9854905995094447,671,635,0.8545176110260337
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0475.jpg,106,0.9842492289626985,1198,1127,0.6038709677419355
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0942.jpg,103,0.9862887732474233,1110,1043,0.5471435206688342
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1217.jpg,77,0.9830794182089159,909,836,0.7300859598853868
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1137.jpg,97,0.9883591141638932,1049,980,0.7136520453425332
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1423.jpg,107,0.9840725601125349,1240,1172,0.7587064676616916
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1445.jpg,94,0.985655976687329,992,937,0.8221876620010368
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1336.jpg,56,0.9829017410188085,626,586,0.7755775577557755
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1282.jpg,77,0.9863356444486494,838,792,0.7263803680981595
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1381.jpg,85,0.9860456134342765,903,843,0.7617411225658648
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0974.jpg,95,0.9855426868460886,1065,1001,0.6960309777347532
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1101.jpg,65,0.9860808271565927,733,673,0.6870554765291608
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0234.jpg,77,0.9845001091588315,917,851,0.6131221719457014
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0011.jpg,57,0.9855884337493149,628,585,0.763396537510305
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0239.jpg,75,0.9824213605506863,829,773,0.5343320848938826
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0290.jpg,67,0.9828175560317255,772,707,0.5571331981068289
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1040.jpg,64,0.98299278379324,622,591,0.8458367683429514
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1484.jpg,78,0.9840416300276624,910,844,0.7115165336374002
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0379.jpg,85,0.9844061153908492,898,846,0.7350917431192661
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0484.jpg,46,0.9828568592003788,479,449,0.9073275862068966
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1022.jpg,72,0.9857105776627356,707,668,0.8087272727272727
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0355.jpg,74,0.9833680364103282,767,715,0.8002699055330634
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0351.jpg,47,0.9840027411233963,536,505,0.8126801152737753
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0180.jpg,67,0.9848854427966592,760,714,0.7842605156037992
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0196.jpg,56,0.9829167518194727,636,597,0.7704785077047851
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1386.jpg,47,0.9822544041574717,528,502,0.8349514563106796
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1321.jpg,101,0.9845915998921869,1022,978,0.749
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0242.jpg,87,0.9817069223659961,1039,958,0.6609914872308462
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0432.jpg,90,0.9828595282909443,915,874,0.7411961989938514
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1036.jpg,107,0.9846372381936846,1218,1145,0.6356326703343208
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0344.jpg,100,0.9843055425424856,953,914,0.7220139260846278
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0303.jpg,47,0.9847042597962882,523,492,0.7546798029556651
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0708.jpg,55,0.9849833894715108,597,558,0.7532467532467533
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0366.jpg,103,0.9814986218509529,1029,985,0.660377358490566
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0557.jpg,103,0.9836659585876578,1027,982,0.759581881533101
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0551.jpg,46,0.9814290993648903,513,480,0.783484390735146
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1159.jpg,67,0.9861783822160526,701,660,0.8052902277736959
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1019.jpg,87,0.9864115030572915,956,890,0.6803900325027086
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0775.jpg,98,0.9848178386726881,1095,1030,0.691764705882353
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0850.jpg,67,0.9839663917633769,819,754,0.5785123966942148
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0473.jpg,45,0.9836477913317501,492,459,0.8559411146161935
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0665.jpg,101,0.9867715265775701,984,939,0.8226729069162767
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1365.jpg,56,0.9873961233752235,582,542,0.8113879003558719
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0134.jpg,85,0.9843266714654966,996,930,0.6625129802699896
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0502.jpg,47,0.9841694221948862,502,478,0.8775510204081632
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0754.jpg,86,0.9840024449756529,926,864,0.758659217877095
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0323.jpg,85,0.9845324040069252,922,871,0.7451199107640826
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0039.jpg,76,0.9822711100985198,836,792,0.6805896805896806
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0574.jpg,94,0.9858633784053543,1022,962,0.7288306451612904
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1422.jpg,67,0.984311493334876,754,701,0.7587628865979381
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0056.jpg,94,0.9848182355234602,992,926,0.8123044838373306
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1281.jpg,87,0.9819531188586175,1054,982,0.4862475442043222
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1221.jpg,87,0.9830063031285874,1057,978,0.5906633906633907
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0814.jpg,77,0.9867644631920635,863,817,0.7797619047619048
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0026.jpg,57,0.9823063757906719,661,613,0.7017268445839875
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0001.jpg,105,0.9856241219791124,1180,1097,0.5331576635924462
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0691.jpg,64,0.9840552917994071,666,623,0.8021722265321956
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1327.jpg,47,0.9858644409494384,530,499,0.8318756073858115
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0818.jpg,94,0.9817936449320596,1017,956,0.7105930055752661
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0922.jpg,54,0.9886356732100665,520,486,0.7952286282306164
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0468.jpg,91,0.9849202913040661,914,864,0.7862767154105736
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0743.jpg,106,0.9859501765934733,1203,1111,0.658599827139153
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0959.jpg,55,0.985015541495223,573,538,0.8316831683168316
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1139.jpg,47,0.9829729429968681,533,501,0.7852998065764023
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1229.jpg,103,0.9864922320143101,1060,1000,0.7660194174757281
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0891.jpg,97,0.9859910467984451,1081,995,0.651252408477842
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0910.jpg,67,0.9833877866813509,750,695,0.6366782006920415
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0931.jpg,100,0.9854009662049666,1034,976,0.7800995024875622
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1421.jpg,46,0.980091858638316,512,487,0.8348348348348348
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0825.jpg,97,0.9841127701845287,1158,1077,0.6174496644295302
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1227.jpg,47,0.9846291092963563,550,512,0.8380414312617702
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1280.jpg,76,0.9833896425766862,765,722,0.7585743106926698
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1059.jpg,65,0.9850351777664442,712,665,0.7988380537400145
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1269.jpg,90,0.9849519666962703,1000,932,0.7660455486542443
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1383.jpg,64,0.9831781402893469,652,617,0.863672182821119
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0956.jpg,46,0.9831839515232084,492,467,0.8884254431699687
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0174.jpg,66,0.9860014683002215,763,707,0.7537414965986394
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1266.jpg,67,0.983700845650567,748,694,0.6671289875173371
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0233.jpg,102,0.9868361955397065,1039,973,0.7773359840954275
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0713.jpg,57,0.9856235767049839,667,621,0.7841614906832298
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0421.jpg,107,0.9844275150337246,1245,1170,0.7229813664596273
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0687.jpg,104,0.9856557038407551,1063,1010,0.8229618909792571
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1451.jpg,47,0.9877492885830161,527,486,0.633761105626851
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0845.jpg,56,0.9811771790633258,625,589,0.8023064250411862
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0759.jpg,47,0.9873779081062607,532,501,0.8151016456921588
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1205.jpg,84,0.9868023780153714,901,850,0.7275842375785265
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0696.jpg,61,0.98487707608803,609,575,0.8192567567567568
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0104.jpg,74,0.9808676707690795,762,719,0.7602970965563808
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0480.jpg,57,0.9848237396435426,687,629,0.7021276595744681
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0382.jpg,57,0.9853039818530847,655,610,0.7652173913043478
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0976.jpg,47,0.984838400224553,527,494,0.7600391772771793
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1167.jpg,57,0.98373610298376,639,591,0.7723577235772358
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0680.jpg,107,0.9830783759981253,1296,1202,0.6277021617293835
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0981.jpg,86,0.9855802782026803,954,891,0.7208672086720868
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1487.jpg,74,0.9839659269834586,810,754,0.6739130434782609
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0199.jpg,97,0.9825359955693497,1055,980,0.7498771498771499
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0471.jpg,54,0.9860240218171817,547,511,0.7863894139886578
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1191.jpg,57,0.9850173554531368,668,617,0.7533073929961089
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1485.jpg,66,0.9835322803914159,719,681,0.76
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-1000.jpg,84,0.9855514321687434,875,820,0.8035398230088495
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1154.jpg,55,0.9828719977885779,593,557,0.8226086956521739
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1382.jpg,104,0.9881026862390243,1071,1004,0.7363855421686747
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0998.jpg,95,0.9856657421476365,1014,951,0.6748091603053435
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0012.jpg,73,0.982524709804889,773,729,0.7936085219707057
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1108.jpg,103,0.9845949803944974,1116,1043,0.6688281611857342
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1018.jpg,47,0.9858681591818172,529,496,0.72
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0668.jpg,67,0.9862626676914539,742,693,0.6313588850174217
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0098.jpg,46,0.982547371667092,483,455,0.8464818763326226
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0316.jpg,56,0.9840029617017484,605,566,0.7497865072587532
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0388.jpg,76,0.9841961328462121,859,805,0.7680288461538461
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0159.jpg,97,0.9865746492682762,1066,1000,0.7066795740561471
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0885.jpg,66,0.9837091104243233,730,685,0.610600706713781
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0863.jpg,73,0.9843397834216597,788,744,0.6527415143603134
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0774.jpg,95,0.9839799923419023,961,915,0.8315565031982942
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0069.jpg,91,0.9861690569251879,881,842,0.8647707486941382
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1362.jpg,65,0.983937046631409,724,674,0.7324749642346209
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0237.jpg,57,0.9867806876034065,648,598,0.6693418940609952
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1089.jpg,57,0.9860365906723761,657,611,0.7618296529968455
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0364.jpg,57,0.9855038342654256,697,645,0.6408345752608048
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0521.jpg,77,0.9874567590263066,901,847,0.7803203661327232
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0390.jpg,95,0.9857457736607573,997,933,0.6922279792746114
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0853.jpg,75,0.9859928626520194,832,775,0.7566894835096453
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0662.jpg,67,0.9828013074246206,724,681,0.5907473309608541
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0062.jpg,97,0.984084338137161,1190,1097,0.445124617402711
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1261.jpg,100,0.9854186595970097,976,934,0.7801047120418848
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1020.jpg,57,0.9852024080151457,705,652,0.7546057479734709
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0788.jpg,47,0.985509164297305,528,492,0.8058823529411765
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0253.jpg,85,0.9835621433980444,933,860,0.7484662576687117
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0908.jpg,47,0.9827804947843756,510,481,0.8536831483350151
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0129.jpg,47,0.98370299163675,559,523,0.7726432532347505
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1300.jpg,96,0.9847423569236412,1078,1015,0.6679407548972767
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0204.jpg,104,0.9840836465510238,1108,1056,0.6765249537892791
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1021.jpg,76,0.9835085911849667,843,783,0.6580565805658056
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_1/batch1-0030.jpg,68,0.9835495029108539,790,727,0.4245220830586684
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0989.jpg,102,0.9866682546248569,1070,998,0.7882011605415861
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1432.jpg,86,0.9840602365292319,915,854,0.6365178066704352
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_3/batch1-1193.jpg,67,0.9827645214638299,777,720,0.7615230460921844
/teamspace/studios/this_studio/Promy_raw/datasets/High-Quality Invoice Images for OCR/batch_1/batch_1/batch1_2/batch1-0548.jpg,72,0.9841168956839689,715,682,0.7988546886184682
